Class Name,Class Type,Available,Demand,Schedule
CWTS 1 CMC MRV-1,1,20,0,M 9AM-12PM lec RM 205
CWTS 1 NCPAG MWX,1,30,0,M 1-4PM lec TBA
CWTS 1 CMC SWX,1,20,0,S 1-4PM lec M 107
CWTS 2 CS CHEM MCDE,1,25,0,M 9AM-12PM field IC 309-310
CWTS 2 CS CHEM MCDE-1,1,25,0,M 9AM-12PM field IC 311-312
CWTS 2 CS CHEM MCDE-2,1,25,0,M 9AM-12PM field IC 313-314
CWTS 2 Educ M,1,25,0,M 1-4PM field TBA
CWTS 2 CS M-1,1,30,0,M 8:30-11:30AM field NIMBB 105
CWTS 2 CS M-2,1,30,0,M 1-4PM field NIMBB 105
CWTS 2 CHK MBD,1,25,0,M 8:30-11:30AM field TBA
CWTS 2 CHK MBD-1,1,25,0,M 8:30-11:30AM field TBA
CWTS 2 CHK MBD-2,1,25,0,M 8:30-11:30AM field TBA
CWTS 2 SE MCDE,1,50,0,M 9AM-12PM field TBA
CWTS 2 CS MCDE,1,19,0,M 8:30-11:30AM field IB 117
CWTS 2 Arch MCDE,1,50,0,M 9AM-12PM field B2-105
CWTS 2 Engg MCDE,1,32,0,M 9AM-12PM field MH 413
CWTS 2 CSSP MCDE,1,27,0,M 9AM-12PM field PAV2 2248
CWTS 2 Engg MCDE-1,1,25,0,M 9AM-12PM lec ICE 201
CWTS 2 CS MCDE-1,1,17,0,M 8:30-11:30AM field IB 250
CWTS 2 Arch MCDE-1,1,50,0,M 9AM-12PM field B2-106
CWTS 2 Engg MCDE-2,1,25,0,M 9AM-12PM lec ICE 202
CWTS 2 Engg MCDE-3,1,25,0,M 9AM-12PM lec ICE 203
CWTS 2 Engg MCDE-4,1,25,0,M 9AM-12PM field MMM 307
CWTS 2 Engg MCDE-5a,1,25,0,M 8-11AM field MMM 303-304
CWTS 2 Engg MCDE-6,1,25,0,M 9AM-12PM field MMM 308
CWTS 2 Engg MCDE-7,1,25,0,M 9AM-12PM field MMM 306
CWTS 2 Engg MCDE-8,1,25,0,M 9AM-12PM field MMM 307
CWTS 2 Engg MCDE-9,1,25,0,M 9AM-12PM field MMM 305
CWTS 2 SLIS MCDE1,1,14,0,M 9AM-12PM field TBA
CWTS 2 CMu MDEGWWD7,1,26,0,M 10AM-1PM field ANX 206
CWTS 2 Engg ME MWX1,1,20,0,M 1-4PM lec MH 301-303
CWTS 2 Engg ME MWX2,1,20,0,M 1-4PM lec MH 305-307
CWTS 2 CHE MIJK,1,30,0,M 1-4PM field GUSALI 2-B
CWTS 2 CHE MIJK-1,1,30,0,M 1-4PM field CDC Room 306
CWTS 2 SLIS MIJK1,1,15,0,M 1-4PM field TBA
CWTS 2 CMu MIJKMuEd1,1,25,0,M 1-4PM field ANX 212
CWTS 2 CMu MIJKMuEd7,1,25,0,M 1-4PM field ANX 212
CWTS 2 CMu MIJKPNO8,1,25,0,M 1-4PM field ANX 212
CWTS 2 CHK MIK,1,25,0,M 1-4PM field TBA
CWTS 2 CSSP MJKL,1,26,0,M 2-5PM field PAV2 2248
CWTS 2 SE MJKL,1,40,0,M 2-5PM field TBA
CWTS 2 CSSP MJKL2,1,20,0,M 9AM-12PM field TBA
CWTS 2 CSSP MJKL3,1,20,0,M 1-4PM field TBA
CWTS 2 CSSP MJKL4,1,20,0,M 2-5PM field TBA
CWTS 2 CMu MKLNWWD7,1,25,0,M 3-6PM field ANX 206
CWTS 2 CSWCD MRU,1,28,0,M 8:30-11:30AM field TBA
CWTS 2 Engg MRU,1,26,0,M 8:30-11:30AM lec EEEI 422
CWTS 2 CS MRU-1,1,15,0,M 8:30-11:30AM field NIGS 301/302
CWTS 2 CSWCD MRU-1,1,27,0,M 8:30-11:30AM field TBA
CWTS 2 CS MRU-2,1,15,0,M 8:30-11:30AM field NIGS 301/302
CWTS 2 CS MRU-3,1,15,0,M 8:30-11:30AM field NIGS 301/302
CWTS 2 CS MRU-4,1,40,0,M 8:30-11:30AM field MBAN 306
CWTS 2 Engg MWX,1,26,0,M 1-4PM lec EEEI 422
CWTS 2 CHE MWX,1,25,0,M 1-4PM lec TBA
CWTS 2 CSWCD MWX,1,29,0,M 1-4PM field TBA
CWTS 2 CS MWX,1,34,0,M 1-4PM field MBAN 306
CWTS 2 CMC MWX,1,20,0,M 1-4PM lec RM 207
CWTS 2 Engg MWX-1,1,25,0,M 1-4PM lec ICE 201
CWTS 2 CSWCD MWX-1,1,27,0,M 1-4PM field TBA
CWTS 2 CMC MWX-1,1,20,0,M 1-4PM lec M 107
CWTS 2 Engg MWX-2,1,25,0,M 1-4PM lec ICE 202
CWTS 2 CMC MWX-3,1,20,0,M 4-7PM field M 107
CWTS 2 Engg MWX-3,1,25,0,M 1-4PM lec ICE 203
CWTS 2 Engg MWX-4,1,32,0,M 1-4PM field MH 413
CWTS 2 CSWCD MXY,1,25,0,M 2:30-5:30PM field TBA
CWTS 2 CFA Monday,1,26,0,M 8:30-11:30AM field TBA
CWTS 2 CS NIP MBCD-1,1,27,0,M 8-11AM lec NIP F202
CWTS 2 CS NIP MBCD-2,1,27,0,M 8-11AM lec NIP F201
CWTS 2 CFA SAT,1,26,0,S 8:30-11:30AM field TBA
CWTS 2 Engg SCDE,1,25,0,S 9AM-12PM field Room 113
CWTS 2 CHE SCDE,1,30,0,S 9AM-12PM field TBA
CWTS 2 Engg SCDE-1,1,30,-1,S 9AM-12PM lec MH 501
CWTS 2 Engg SIJK,1,25,0,S 1-4PM field Room 113
CWTS 2 Engg SQR-1,1,40,0,S 7-10AM lec Accenture Room
CWTS 2 Engg SRU,1,26,0,S 8:30-11:30AM lec EEEI 422
CWTS 2 Engg SUV,1,25,0,S 10AM-1PM lec Accenture Room
CWTS 2 Engg SWX,1,30,0,S 1-4PM lec MH 501
CWTS 2 Engg SWX-1,1,25,0,S 1-4PM field A103-104
CWTS 2 Engg SWX-2,1,25,0,S 1-4PM field A101-102
CWTS 2 Engg SWX-4,1,25,0,S 1-4PM lec ERDT Room
CWTS 2 Engg SWX-5,1,25,0,S 1-4PM lec Accenture Room
CWTS 2 Engg SYZ-1,1,25,0,S 4-7PM field A103-104
CWTS 2 Engg SYZ-2,1,25,0,S 4-7PM field A101-102
CWTS 2 CHK TBD,1,25,0,T 8:30-11:30AM field TBA
CWTS 2 CFA THURS,1,18,0,Th 11:30AM-2:30PM field TBA
CWTS 2 CHE TIJK,1,25,0,T 3-6PM lec TBA
CWTS 2 CFA TTH,1,24,0,TTh 1-2:30PM field TBA
ChE 197 FZZQ1Pharmaceutical Engineering for Chemical Engineers,1,16,0,F 6-9PM lec A404
ChE 197 SCDEIntroduction to Supply Chain for Chemical Engineers,1,16,0,S 9AM-12PM lec A103-104
ChE 197 THRPolymeric Materials for Process and Product Design,1,17,0,TTh 8:30-10AM lec A401
ChE 198 MKLN1,1,17,0,M 3-6PM lec A401
ChE 198 THR,1,17,0,TTh 8:30-10AM lec A403
ChE 224 FZZQ,1,11,0,F 6-9PM lec A401
ChE 231 HZZQ,1,5,0,Th 6-9PM lec A404
ChE 237 HZZQ,1,7,0,Th 6-9PM lec A401
ChE 241 TZZQ,1,15,0,T 6-9PM lec A402
ChE 261 WZZQ,1,9,0,W 6-9PM lec TBA
ChE 296.1 MO,1,10,0,M 6-7PM seminar A401
ChE 296.2 MP,1,10,0,M 7-8PM seminar A401
ChE 297 FZZQPharmaceutical Engineering for Chemical Engineers,1,7,0,F 6-9PM lec A404
"ChE 297 WZZQCrystallography & Spectroscopy for Engineers: Applications in Catalysis, Fuel Cells and Batteries",1,8,0,W 6-9PM lec A403
Chem 1 THU,1,24,0,TTh 10-11:30AM lec IC 332-333
Chem 1 THV,1,24,0,TTh 11:30AM-1PM lec IC 332-333
Chem 1 THV1,1,24,0,TTh 11:30AM-1PM lec IC 330-331
Chem 1 THW,1,24,0,TTh 1-2:30PM lec IC 332-333
Chem 1 THX,1,24,0,TTh 2:30-4PM lec IC 332-333
Chem 1 THY,1,24,0,TTh 4-5:30PM lec IC 313-314
Chem 1 WFU,1,24,0,WF 10-11:30AM lec IC 332-333
Chem 1 WFV,1,24,0,WF 11:30AM-1PM lec IC 332-333
Chem 1 WFW,1,25,0,WF 1-2:30PM lec IC 332-333
Chem 1 WFX,1,24,0,WF 2:30-4PM lec IC 332-333
Chem 16 THR,1,26,0,TTh 8:30-10AM lec IC 311-312
Chem 16 THU,1,14,0,TTh 10-11:30AM lec IC 309-310
Chem 16 THU1,1,13,0,TTh 10-11:30AM lec IC 330-331
Chem 16 THV,1,19,0,TTh 11:30AM-1PM lec IC 305-306
Chem 16 THV1,1,26,0,TTh 11:30AM-1PM lec IC 309-310
Chem 16 THW,1,14,0,TTh 1-2:30PM lec IC 305-306
Chem 16 THW1,1,13,0,TTh 1-2:30PM lec IC 311-312
Chem 16 WFV,1,14,0,WF 11:30AM-1PM lec IC 305-306
Chem 16 WFV1,1,14,0,WF 11:30AM-1PM lec IC 309-310
Chem 16 WFV2,1,13,0,WF 11:30AM-1PM lec IC 313-314
Chem 16 WFV3,1,15,0,WF 11:30AM-1PM lec IC 328-329
Chem 16 WFW,1,15,0,WF 1-2:30PM lec IC 305-306
Chem 16 WFW1,1,14,0,WF 1-2:30PM lec IC 311-312
Chem 16 WFW2,1,13,0,WF 1-2:30PM lec IC 330-331
Chem 16 WFY,1,18,0,WF 4-5:30PM lec IC 305-306
Chem 16 WFY1,1,17,0,WF 4-5:30PM lec IC 315-316
Chem 16 WFY2,1,16,0,WF 4-5:30PM lec IC 330-331
Chem 16.1 THR/THUV1,1,16,0,TTh 10AM-1PM lab IC 107-108
Chem 16.1 THU/THQR,1,13,0,TTh 7-10AM lab IC 105-106
Chem 16.1 THU1/THQR,1,12,0,TTh 7-10AM lab IC 107-108
Chem 16.1 THV/THWX,1,17,0,TTh 1-4PM lab IC 105-106
Chem 16.1 THV1/THWX,1,16,0,TTh 1-4PM lab IC 107-108
Chem 16.1 THW/THUV,1,14,0,TTh 10AM-1PM lab IC 105-106
Chem 16.1 THW1/WFUV,1,12,0,WF 10AM-1PM lab IC 111-112
Chem 16.1 WFV/WFWX,1,14,0,WF 1-4PM lab IC 105-106
Chem 16.1 WFV1/WFWX,1,13,0,WF 1-4PM lab IC 107-108
Chem 16.1 WFV2/WFWX,1,13,0,WF 1-4PM lab IC 109-110
Chem 16.1 WFV3/WFWX,1,14,0,WF 1-4PM lab IC 111-112
Chem 16.1 WFW/WFUV,1,14,0,WF 10AM-1PM lab IC 105-106
Chem 16.1 WFW1/WFUV,1,14,0,WF 10AM-1PM lab IC 107-108
Chem 16.1 WFW2/WFUV,1,12,0,WF 10AM-1PM lab IC 109-110
Chem 16.1 WFY/WFWX,1,17,0,WF 1-4PM lab IC 124-125
Chem 16.1 WFY1/WFWX,1,17,0,WF 1-4PM lab IC 126-127
Chem 16.1 WFY2/WFWX,1,16,0,WF 1-4PM lab IC 128-129
Chem 17 THR,1,31,0,TTh 8:30-10AM lec IC 305-306
Chem 17 THR1,1,30,0,TTh 8:30-10AM lec IC 330-331
Chem 17 THR2,1,24,0,TTh 8:30-10AM lec IC 309-310
Chem 17 THU,1,29,0,TTh 10-11:30AM lec IC 307-308
Chem 17 WFR,1,30,0,WF 8:30-10AM lec IC 305-306
Chem 17 WFR1,1,26,0,WF 8:30-10AM lec IC 311-312
Chem 17 WFR2,1,24,0,WF 8:30-10AM lec IC 309-310
Chem 17 WFU,1,32,0,WF 10-11:30AM lec IC 305-306
Chem 17.1 THR/THUV1,1,16,0,TTh 10AM-1PM lab IC 209-210
Chem 17.1 THR/THUV2,1,15,0,TTh 10AM-1PM lab IC 215-216
Chem 17.1 THR1/THUV1,1,15,0,TTh 10AM-1PM lab IC 207-208
Chem 17.1 THR1/THUV2,1,15,0,TTh 10AM-1PM lab IC 217-218
Chem 17.1 THR2/THWX1,1,12,0,TTh 1-4PM lab IC 215-216
Chem 17.1 THR2/THWX2,1,12,0,TTh 1-4PM lab IC 217-218
Chem 17.1 THU/THWX1,1,15,0,TTh 1-4PM lab IC 207-208
Chem 17.1 THU/THWX2,1,14,0,TTh 1-4PM lab IC 209-210
Chem 17.1 WFR/WFUV1,1,15,0,WF 10AM-1PM lab IC 207-208
Chem 17.1 WFR/WFUV2,1,13,0,WF 10AM-1PM lab IC 209-210
Chem 17.1 WFR1/WFUV1,1,13,0,WF 10AM-1PM lab IC 215-216
Chem 17.1 WFR1/WFUV2,1,13,0,WF 10AM-1PM lab IC 217-218
Chem 17.1 WFR2/WFWX1,1,12,0,WF 1-4PM lab IC 215-216
Chem 17.1 WFR2/WFWX2,1,12,0,WF 1-4PM lab IC 217-218
Chem 17.1 WFU/WFWX1,1,16,0,WF 1-4PM lab IC 207-208
Chem 17.1 WFU/WFWX2,1,16,0,WF 1-4PM lab IC 209-210
Chem 26 THR,1,23,0,TTh 8:30-10AM lec IC 313-314
Chem 26 THR1,1,15,0,TTh 8:30-10AM lec IC 315-316
Chem 26 THR2,1,25,0,TTh 8:30-10AM lec IC 307-308
Chem 26 THU,1,30,0,TTh 10-11:30AM lec IC 313-314
Chem 26 THV,1,34,0,TTh 11:30AM-1PM lec IC 328-329
Chem 26 THW,1,14,0,TTh 1-2:30PM lec IC 307-308
Chem 26 WFR,1,13,0,WF 8:30-10AM lec IC 328-329
Chem 26 WFR1,1,13,0,WF 8:30-10AM lec IC 330-331
Chem 26 WFU,1,32,0,WF 10-11:30AM lec IC 330-331
Chem 26 WFV,1,30,0,WF 11:30AM-1PM lec IC 330-331
Chem 26.1 THR/THUV1,1,11,0,TTh 10AM-1PM lab IC 211-212
Chem 26.1 THR/THUV2,1,12,0,TTh 10AM-1PM lab IC 213-214
Chem 26.1 THR1/THUV,1,15,0,TTh 10AM-1PM lab IC 124-125
Chem 26.1 THR2/THUV1,1,12,0,TTh 10AM-1PM lab IC 126-127
Chem 26.1 THR2/THUV2,1,13,0,TTh 10AM-1PM lab IC 128-129
Chem 26.1 THU/THWX1,1,15,0,TTh 1-4PM lab IC 211-212
Chem 26.1 THU/THWX2,1,15,0,TTh 1-4PM lab IC 213-214
Chem 26.1 THV/THQR1,1,16,0,TTh 7-10AM lab IC 211-212
Chem 26.1 THV/THQR2,1,18,0,TTh 7-10AM lab IC 213-214
Chem 26.1 THW/THQR,1,14,0,TTh 7-10AM lab IC 128-129
Chem 26.1 WFR/WFUV,1,13,0,WF 10AM-1PM lab IC 211-212
Chem 26.1 WFR1/WFUV,1,13,0,WF 10AM-1PM lab IC 213-214
Chem 26.1 WFU/WFWX1,1,16,0,WF 1-4PM lab IC 211-212
Chem 26.1 WFU/WFWX2,1,16,0,WF 1-4PM lab IC 213-214
Chem 26.1 WFV/WFQR1,1,15,0,WF 7-10AM lab IC 211-212
Chem 26.1 WFV/WFQR2,1,15,0,WF 7-10AM lab IC 213-214
Chem 28 THX,1,15,0,TTh 2:30-4PM lec IC 311-312
Chem 28.1 THX/THUV,1,15,0,TTh 10AM-1PM lab IC 322-323
Chem 31 THR,1,32,0,TTh 8:30-10AM lec IC 332-333
Chem 31 THR1,1,29,0,TTh 8:30-10AM lec IC 328-329
Chem 31 THU,1,26,0,TTh 10-11:30AM lec IC 305-306
Chem 31 THV,1,28,0,TTh 11:30AM-1PM lec IC 307-308
Chem 31 WFR,1,31,0,WF 8:30-10AM lec IC 307-308
Chem 31 WFU,1,18,0,WF 10-11:30AM lec IC 307-308
Chem 31 WFU1,1,16,0,WF 10-11:30AM lec IC 311-312
Chem 31 WFV,1,25,0,WF 11:30AM-1PM lec IC 307-308
Chem 31 WFV1,1,28,0,WF 11:30AM-1PM lec IC 311-312
Chem 31.1 THR/THUV1,1,16,0,TTh 10AM-1PM lab IC 227-228
Chem 31.1 THR/THUV2,1,16,0,TTh 10AM-1PM lab IC 229-230
Chem 31.1 THR1/THUV1,1,14,0,TTh 10AM-1PM lab IC 223-224
Chem 31.1 THR1/THUV2,1,14,0,TTh 10AM-1PM lab IC 225-226
Chem 31.1 THU/THQR1,1,14,0,TTh 7-10AM lab IC 227-228
Chem 31.1 THU/THQR2,1,12,0,TTh 7-10AM lab IC 229-230
Chem 31.1 THV/THWX1,1,14,0,TTh 1-4PM lab IC 227-228
Chem 31.1 THV/THWX2,1,14,0,TTh 1-4PM lab IC 229-230
Chem 31.1 WFR/WFUV1,1,15,0,WF 10AM-1PM lab IC 227-228
Chem 31.1 WFR/WFUV2,1,16,0,WF 10AM-1PM lab IC 229-230
Chem 31.1 WFU/WFQR,1,18,0,WF 7-10AM lab IC 217-218
Chem 31.1 WFU1/WFWX,1,15,0,WF 1-4PM lab IC 225-226
Chem 31.1 WFV/WFQR1,1,12,0,WF 7-10AM lab IC 227-228
Chem 31.1 WFV/WFQR2,1,12,0,WF 7-10AM lab IC 229-230
Chem 31.1 WFV1/WFWX1,1,14,0,WF 1-4PM lab IC 227-228
Chem 31.1 WFV1/WFWX2,1,14,0,WF 1-4PM lab IC 229-230
Chem 34 THU,1,18,0,TTh 10-11:30AM lec IC 328-329
Chem 34 THW,1,18,0,TTh 1-2:30PM lec IC 328-329
Chem 34 WFX,1,18,0,WF 2:30-4PM lec IC 328-329
Chem 40 THU,1,36,0,TTh 10-11:30AM lec IC 315-316
Chem 40 THV,1,20,0,TTh 11:30AM-1PM lec IC 315-316
Chem 40 WFU,1,40,0,WF 10-11:30AM lec IC 205-206
Chem 40 WFX,1,36,0,WF 2:30-4PM lec IC 205-206
Chem 40.1 THU/THQR1,1,18,0,TTh 7-10AM lab IC 223-224
Chem 40.1 THU/THQR2,1,18,0,TTh 7-10AM lab IC 225-226
Chem 40.1 THV/THWX,1,20,0,TTh 1-4PM lab IC 223-224
Chem 40.1 WFU/WFQR1,1,18,0,WF 7-10AM lab IC 223-224
Chem 40.1 WFU/WFQR2,1,20,0,WF 7-10AM lab IC 225-226
Chem 40.1 WFX/WFUV1,1,18,0,WF 10AM-1PM lab IC 223-224
Chem 40.1 WFX/WFUV2,1,18,0,WF 10AM-1PM lab IC 225-226
Chem 101.2 THQRU,1,18,0,TTh 7-11:30AM lab IC 326-327
Chem 101.2 WFQRU,1,18,0,WF 7-11:30AM lab IC 326-327
Chem 101.2 WFVWX,1,18,0,WF 11:30AM-4PM lab IC 326-327
Chem 102.1 THQRU,1,20,0,TTh 7-11:30AM lab IC 324-325
Chem 102.1 THVWX,1,20,0,TTh 11:30AM-4PM lab IC 324-325
Chem 102.1 WFQRU,1,20,0,WF 7-11:30AM lab IC 324-325
Chem 102.1 WFVWX,1,20,0,WF 11:30AM-4PM lab IC 324-325
Chem 105 WFRMathematical Methods for Chemistry,1,20,0,WF 8:30-10AM lec IC 313-314
Chem 105 WFXMathematical Methods for Chemistry,1,18,0,WF 2:30-4PM lec IC 313-314
Chem 105 WFYMathematical Methods for Chemistry,1,18,0,WF 4-5:30PM lec IC 313-314
Chem 112 WFW,1,25,0,WF 1-2:30PM lec IC 309-310
Chem 112 WFX,1,25,0,WF 2:30-4PM lec IC 311-312
Chem 112 WFY,1,25,0,WF 4-5:30PM lec IC 309-310
Chem 112 WFY1,1,25,0,WF 4-5:30PM lec IC 311-312
Chem 123 THW,1,18,0,TTh 1-2:30PM lec IC 330-331
Chem 123 THW1,1,18,0,TTh 1-2:30PM lec IC 313-314
Chem 123 THX,1,20,0,TTh 2:30-4PM lec IC 330-331
Chem 145.1 MIJK,1,10,0,M 1-4PM lab IC 324-325
Chem 146 THW,1,41,0,TTh 1-2:30PM lec IC 315-316
Chem 146 WFW,1,40,0,WF 1-2:30PM lec IC 328-329
Chem 154 THU,1,40,0,TTh 10-11:30AM lec IC 311-312
Chem 154 THW,1,20,0,TTh 1-2:30PM lec IC 309-310
Chem 154 THX,1,21,0,TTh 2:30-4PM lec IC 307-308
Chem 196 M,1,10,0,M 11:30AM-12:30PM lec IC 305-306
Chem 213 THZ,1,15,0,TTh 5:30-7PM lec IC 305-306
Chem 220 WFY,1,10,0,WF 4-5:30PM lec IC 328-329
Chem 220.1 M,1,9,0,M 10AM-4PM lab IC 128-129
Chem 223 THY,1,10,0,TTh 4-5:30PM lec IC 309-310
Chem 230 THY,1,13,0,TTh 4-5:30PM lec IC 328-329
Chem 235 WFY,1,10,0,WF 4-5:30PM lec IC 332-333
Chem 237 WFY,1,10,0,WF 4-5:30PM lec IC 307-308
Chem 240 WFY,1,16,0,WF 4-5:30PM lec IC 205-206
Chem 244 THY,1,10,0,TTh 4-5:30PM lec IC 315-316
Chem 250 THZ,1,10,0,TTh 5:30-7PM lec IC 311-312
Chem 291 MI,1,10,0,M 4-5PM seminar IC 205-206
Chem 292 MA,1,10,0,M 4-5PM seminar IC 205-206
Chem 293 MO,1,10,0,M 4-5PM seminar IC 205-206
Chem 294 MB,1,10,0,M 4-5PM seminar IC 205-206
Chem 295 MP,1,10,0,M 4-5PM seminar IC 205-206
Chem 329 STrends and Development in BioAnalytical Chemistry,1,10,0,S 10AM-1PM lec IC 315-316
Chem 397 S1Advance Studies in Chemistry,1,5,0,S 9-11AM lab TBA
Chem 397 S2Advance Studies in Chemistry,1,5,0,S 9-11AM lab TBA
ChemE 2 THV,1,20,0,TTh 11:30AM-1PM lec A402
ChemE 2 THW,1,20,0,TTh 1-2:30PM lec A103-104
ChemE 101 WKL/FXY,1,22,0,F 2:30-5:30PM lab A404; W 3-5PM lec A404
ChemE 101 WLN/FYZ,1,23,0,W 4-6PM lec A403; F 4-7PM lab A403
ChemE 102 TCD/HRU,1,13,0,Th 8:30-11:30AM lab A402; T 9-11AM lec A402
ChemE 102 TKL/HXY,1,11,0,Th 2:30-5:30PM lab A101-102; T 3-5PM lec A101-102
ChemE 102 TYZ/HLN,1,4,0,Th 4-6PM lec A103-104; T 4-7PM lab A103-104
ChemE 102 WDE/FUV,1,10,0,W 10AM-12PM lec A401; F 10AM-1PM lab A401
ChemE 102 WKL/FXY,1,7,0,F 2:30-5:30PM lab A401; W 3-5PM lec A401
ChemE 105 TCD/HRU,1,11,0,Th 8:30-11:30AM lab A302; T 9-11AM lec A302
ChemE 105 TDE/HUV,1,4,0,T 10AM-12PM lec A301; Th 10AM-1PM lab A301
ChemE 105 TGI/HVW,1,13,0,Th 11:30AM-2:30PM lab A302; T 12-2PM lec A302
ChemE 105 WDE/FUV,1,7,0,W 10AM-12PM lec A302; F 10AM-1PM lab A302
ChemE 105 WKL/FXY,1,6,0,F 2:30-5:30PM lab A302; W 3-5PM lec A302
ChemE 123 SQR,1,20,0,S 7-10AM lec A404
ChemE 123 SUV1,1,19,0,S 10AM-1PM lec A403
ChemE 123 THU,1,17,0,TTh 10-11:30AM lec A401
ChemE 123 THV,1,18,0,TTh 11:30AM-1PM lec A401
ChemE 123 THX,1,18,0,TTh 2:30-4PM lec A401
ChemE 123 WFX,1,17,0,WF 2:30-4PM lec A403
ChemE 130 TDE/HUV,1,20,0,T 10AM-12PM lec A403; Th 10AM-1PM lab A403
ChemE 130 TKL/HXY,1,17,0,Th 2:30-5:30PM lab A404; T 3-5PM lec A404
ChemE 130 TLN/HYZ,1,18,0,T 4-6PM lec A402; Th 4-7PM lab A402
ChemE 130 WBC/FQR,1,17,0,F 7-10AM lab A402; W 8-10AM lec A402
ChemE 130 WGI/FVW,1,17,0,F 11:30AM-2:30PM lab A402; W 12-2PM lec A402
ChemE 130 WOP/SCDE,1,18,0,S 9AM-12PM lab A401; W 6-8PM lec A401
ChemE 131 THQ,1,17,0,TTh 7-8:30AM lec A401
ChemE 131 THW1,1,17,0,TTh 1-2:30PM lec A402
ChemE 131 THW2,1,18,0,TTh 1-2:30PM lec A401
ChemE 131 THX,1,18,0,TTh 2:30-4PM lec A402
ChemE 131 THY,1,18,0,TTh 4-5:30PM lec A401
ChemE 131 WFV,1,17,0,WF 11:30AM-1PM lec A404
ChemE 132 SIJKL,1,15,0,S 1-5PM lec A401
ChemE 133 THU,1,17,0,TTh 10-11:30AM lec A404
ChemE 133 THV,1,17,0,TTh 11:30AM-1PM lec A404
ChemE 133 THW1,1,17,0,TTh 1-2:30PM lec A404
ChemE 133 THW2,1,17,0,TTh 1-2:30PM lec A403
ChemE 133 THX,1,17,0,TTh 2:30-4PM lec A403
ChemE 136 FQRUV1,1,22,0,F 7AM-1PM lab ChE Lab
ChemE 136 FQRUV2,1,22,0,F 7AM-1PM lab ChE Lab
ChemE 136 WQRUV1,1,22,0,W 7AM-1PM lab ChE Lab
ChemE 136 WQRUV2,1,23,0,W 7AM-1PM lab ChE Lab
ChemE 143 WLN1,1,45,0,W 4-6PM lec A101-102
ChemE 143 WLN2,1,47,0,W 4-6PM lec A103-104
ChemE 143 MCDE1,1,11,0,M 9AM-12PM lab Faculty Room
ChemE 143 MCDE2,1,12,0,M 9AM-12PM lab Faculty Room
ChemE 143 MCDE3,1,13,0,M 9AM-12PM lab Faculty Room
ChemE 143 MCDE4,1,12,0,M 9AM-12PM lab Faculty Room
ChemE 143 MQR1,1,11,0,M 7-10AM lab Faculty Room
ChemE 143 MQR2,1,10,0,M 7-10AM lab Faculty Room
ChemE 143 MUV1,1,13,0,M 10AM-1PM lab Faculty Room
ChemE 143 MUV2,1,10,0,M 10AM-1PM lab Faculty Room
ChemE 144 MWXYZ,1,10,0,M 1-7PM lab Faculty Room
ChemE 145 SBC,1,50,0,S 8-10AM lec A101-102
ChemE 145 SDE,1,50,0,S 10AM-12PM lec A101-102
ChemE 147 WOP1,1,54,0,W 6-8PM lec A101-102
ChemE 147 WOP2,1,36,0,W 6-8PM lec A103-104
ChemE 147 SWXYZ1,1,14,0,S 1-7PM lab Faculty Room
ChemE 147 SWXYZ2,1,13,0,S 1-7PM lab Faculty Room
ChemE 147 SWXYZ3,1,13,0,S 1-7PM lab Faculty Room
ChemE 147 SWXYZ4,1,12,0,S 1-7PM lab Faculty Room
ChemE 147 SWXYZ5,1,12,0,S 1-7PM lab Faculty Room
ChemE 147 SWXYZ6,1,12,0,S 1-7PM lab Faculty Room
ChemE 147 WFWX,1,14,0,WF 1-4PM lab Faculty Room
ChemE 170 FYZ,1,17,0,F 4-7PM lec A402
ChemE 170 SUV,1,17,0,S 10AM-1PM lec A402
ChemE 170 THY,1,17,0,TTh 4-5:30PM lec A403
ChemE 170 THZ,1,17,0,TTh 5:30-7PM lec A403
ChemE 170 WFX,1,17,0,WF 2:30-4PM lec A402
ChemE 191 THQR1,1,24,0,TTh 7-10AM lab A101-102
ChemE 191 THQR2,1,24,0,TTh 7-10AM lab A103-104
ChemE 191 THUV1,1,24,0,TTh 10AM-1PM lab A101-102
ChemE 191 THUV2,1,24,0,TTh 10AM-1PM lab A103-104
CoE 161 WFQ,1,43,0,WF 7-8:30AM lec EEEI 120
CoE 161 WFR,1,43,0,WF 8:30-10AM lec EEEI 120
CoE 163 THV,1,36,0,TTh 11:30AM-1PM lec EEEI LC1
CoE 163 WFX,1,36,0,WF 2:30-4PM lec EEEI LC1
CoE 164 FYZ,1,19,0,F 4-7PM lab EEEI 307
CoE 164 HXY,1,19,0,Th 2:30-5:30PM lab EEEI 307
CoE 164 TXY,1,19,0,T 2:30-5:30PM lab EEEI 307
CoE 164 WYZ,1,19,0,W 4-7PM lab EEEI 307
CoE 197 R-WVWMRUIntroduction to Autonomous Robots,1,12,0,M 8:30-11:30AM lab EEEI 204; W 11:30AM-1:30PM lec EEEI 205
CoE 197 U-WFUHXYIntroduction to Digital and Analog IC Design,1,10,0,WF 10-11AM lec EEEI 403; Th 2:30-5:30PM lab EEEI 403
CoE 197 U-WFUMXYIntroduction to Digital and Analog IC Design,1,7,0,WF 10-11AM lec EEEI 403; M 2:30-5:30PM lab EEEI 403
CoE 197 Z-MWYDeep Learning,1,15,0,MW 4-5:30PM lec EEEI 420
CoE 198 MOPQ,1,10,0,M 6-9PM lab EEEI LC1
